Family_ID,Father ID,Mother_ID,Child_ID_1,Child_ID_2,Child_ID_3,Child_ID_4,Child_ID_5,Child_ID_6,Child_ID_7,Child_ID_8,Child_ID_9,Child_ID_10
F1537,I122597546035,I122597546044,I122597546109,I122597545955,,,,,,,,
F1538,I122597169158,I122597169097,,,,,,,,,,
F1539,I122616307674,I122616307570,,,,,,,,,,
F1540,I122608754525,I122608754529,I122608754789,I122608754450,,,,,,,,
F1541,I122597381931,I122597382162,I122597382201,,,,,,,,,
F1542,I122604574901,I122604574852,,,,,,,,,,
F1543,I122596874417,I122596874282,,,,,,,,,,
F1544,I122606213272,I122606213013,I122606213326,,,,,,,,,
F1545,I122603215047,I122603215057,I122603215001,,,,,,,,,
F1546,I122596595861,I122596595755,I122609743613,I122596596270,,,,,,,,
F1547,I122608803790,I122608803704,I122608804054,,,,,,,,,
F1548,I122594728027,I122594728133,,,,,,,,,,
F1549,I122594105413,I122594105423,I122594105393,,,,,,,,,
F1550,I122594105413,I122594105570,,,,,,,,,,
F1551,I122614339264,I122614341385,I122614332767,,,,,,,,,
F1552,I122605983873,I122605983877,I122605983860,,,,,,,,,
F1553,I122603870371,I122603870289,,,,,,,,,,
F1554,I122615406575,I122615406604,I122615406816,,,,,,,,,
F1555,I122605983860,I122605983829,,,,,,,,,,
F1556,I122615128063,I122615128080,I122610067508,I122615128553,,,,,,,,
F1557,I122600183812,I122600183822,I122595690802,I122600184277,,,,,,,,
F1558,I122597054674,I122597054689,I122597054635,,,,,,,,,
F1559,I122606032995,I122606033000,I122606032972,,,,,,,,,
F1560,I122594269425,I122594269363,I122594269522,,,,,,,,,
F1561,I122609737632,I122609737646,I122609737534,,,,,,,,,
F1562,I122594285711,I122594285725,I122616771477,I122594285680,,,,,,,,
F1563,I122600380451,I122600380479,I122600380907,I122600380287,,,,,,,,
F1564,I122606032972,I122606032875,,,,,,,,,,
F1565,I122595612826,I122595612911,,,,,,,,,,
F1566,I122604967566,I122604967949,I122604968428,,,,,,,,,
F1567,I122609967369,I122609967055,,,,,,,,,,
F1568,I122604967961,I122604967966,I122604967949,I122604968167,,,,,,,,
F1569,I122603870128,I122603870214,I122603870289,,,,,,,,,
F1570,I122608951279,I122608951312,I122608951567,I122608951649,,,,,,,,
F1571,I122597054627,I122597054635,I122597054400,,,,,,,,,
F1572,I122617634658,I122617635052,I122617635368,,,,,,,,,
F1573,I122613866499,I122613866416,I122613867061,I122613869280,,,,,,,,
F1574,I122605983747,I122605983749,I122605983727,,,,,,,,,
F1575,I122610016305,I122610016194,,,,,,,,,,
F1576,I122618042418,I122618042502,,,,,,,,,,
F1577,I122616567847,I122616567961,,,,,,,,,,
F1578,I122604969933,I122604969941,I122604969900,,,,,,,,,
F1579,I122610112574,I122610112648,I122610112868,,,,,,,,,
F1580,I122619385964,I122619386039,I122619386355,,,,,,,,,
F1581,I122618992816,I122618992649,I122618993180,,,,,,,,,
F1582,I122618927292,I122618927260,,,,,,,,,,
F1583,I122597547893,I122597547841,,,,,,,,,,
F1584,I122600185757,I122600185679,I122600185861,,,,,,,,,
F1585,I122605494167,I122605494219,,,,,,,,,,
F1586,I122642373168,I122642373151,I122642358546,I122642374383,,,,,,,,
F1587,I122603478959,I122603478969,I122603479071,I122605693021,I122603478799,I122603678426,I122603679645,,,,,
F1588,I122617305219,I122617303949,I122617305659,,,,,,,,,
F1589,I122619713723,I122619713639,I122619713926,,,,,,,,,
F1590,I122603872082,I122603872192,I122603872235,,,,,,,,,
F1591,I122595008260,I122595008142,I122595008322,,,,,,,,,
F1592,I122602659627,I122602659723,I122602659793,,,,,,,,,
F1593,I122609490005,I122609489955,I122609489845,I122609490613,,,,,,,,
F1594,I122594729749,I122594729758,I122594729866,I122594729724,,,,,,,,
F1595,I122603872235,I122603872276,,,,,,,,,,
F1596,I122606510011,I122606510027,I122606509846,I122606510506,,,,,,,,
F1597,I122594844517,I122594844639,I122596025477,,,,,,,,,
F1598,I122606215022,I122606215099,I122606214802,,,,,,,,,
F1599,I122650680036,I122650680019,I122650679878,I122650683524,,,,,,,,
F1600,I122614650934,I122614650941,I122614650672,,,,,,,,,
F1601,I122617288790,I122617288923,,,,,,,,,,
F1602,I122606034870,I122606034749,I122606034960,,,,,,,,,
F1603,I122618714355,I122618714410,,,,,,,,,,
F1604,I122595008322,I122595008362,,,,,,,,,,
F1605,I122594662103,I122596499231,I122619872364,,,,,,,,,
F1606,I122604969886,I122604969900,I122604969876,,,,,,,,,
F1607,I122618861241,I122618861804,I122594999943,,,,,,,,,
F1608,I122596597666,I122596597524,I122596597771,,,,,,,,,
F1609,I122604969876,I122604969794,,,,,,,,,,
F1610,I122608752772,I122608752752,,,,,,,,,,
F1611,I122595614523,I122595614931,,,,,,,,,,
F1612,I122618042601,I122618042594,I122618042502,,,,,,,,,
F1613,I122600775655,I122600775669,I122619397703,I122600775812,,,,,,,,
F1614,I122626234721,I122626234790,,,,,,,,,,
F1615,I122617633218,I122617632999,I122617632702,,,,,,,,,
F1616,I122617633667,I122617632999,,,,,,,,,,
F1617,I122614355983,I122614355855,,,,,,,,,,
F1618,I122614470612,I122614470659,I122618858221,I122614470845,,,,,,,,
F1619,I122595761958,I122595761876,I122595762196,I122595763259,I122614356134,I122618044939,,,,,,
F1620,I122602659793,I122602659862,,,,,,,,,,
F1621,I122606509846,I122606509940,I122600182863,,,,,,,,,
F1622,I122608654482,I122608654491,I122608654226,I122608654794,,,,,,,,
F1623,I122618927176,I122618927155,I122618927260,,,,,,,,,
F1624,I122597548011,I122597548018,I122597547984,I122597548300,I122600185121,,,,,,,
F1625,I122600775479,I122600775453,I122600775499,I122600776565,,,,,,,,
F1626,I122618419168,I122618419246,I122618419918,,,,,,,,,
F1627,I122600185602,I122600185679,,,,,,,,,,
F1628,I122616305575,I122616305664,I122616307208,I122616308602,,,,,,,,
F1629,I122594729866,I122594729966,,,,,,,,,,
F1630,I122603478785,I122603478799,I122603501870,I122603670352,I122603478696,,,,,,,
F1631,I122616469565,I122616469372,I122616469979,,,,,,,,,
F1632,I122605494056,I122605494115,I122605494167,,,,,,,,,
F1633,I122605248365,I122605248380,I122605248353,,,,,,,,,
F1634,I122605248310,I122605248353,,,,,,,,,,
F1635,I122596663268,I122596663299,I122596663322,,,,,,,,,
F1636,I122597547974,I122597547984,I122597547954,,,,,,,,,
F1637,I122650679878,I122650679851,I122650894710,,,,,,,,,
F1638,I122616567847,I122616567413,,,,,,,,,,
F1639,I122600775499,I122600775541,I122619397709,I122600776172,,,,,,,,
F1640,I122614470977,I122614470845,,,,,,,,,,
F1641,I122597547946,I122597547954,I122597547893,,,,,,,,,
F1642,I122595614604,I122595614784,,,,,,,,,,
F1643,I122614356134,I122614356127,I122614355983,,,,,,,,,
F1644,I122614847659,I122614847763,I122603373075,,,,,,,,,
F1645,I122605248276,I122605248291,I122605248310,,,,,,,,,
F1646,I122596876308,I122596876205,,,,,,,,,,
F1647,I122596597666,I122602665790,,,,,,,,,,
F1648,I122594900246,I122594844639,,,,,,,,,,
F1649,I122602659492,I122602659500,I122602659445,I122602659627,,,,,,,,
F1650,I122600185448,I122600185492,,,,,,,,,,
F1651,I122617731462,I122617731464,I122617731360,,,,,,,,,
F1652,I122600775308,I122600775284,,,,,,,,,,
F1653,I122603871955,I122603871962,I122603872082,I122603871931,I122603872590,,,,,,,
F1654,I122618714558,I122618714410,,,,,,,,,,
F1655,I122603478696,I122603478571,I122603679069,,,,,,,,,
F1656,I122618927545,I122618927544,I122618927483,I122618928107,,,,,,,,
F1657,I122596597331,I122596597342,I122596596347,,,,,,,,,
F1658,I122628724784,I122628724734,,,,,,,,,,
F1659,I122628724784,I122642200388,I122642200544,,,,,,,,,
F1660,I122653711349,I122653711285,I122653711563,I122653712532,,,,,,,,
F1661,I122600775322,I122600775330,I122600775308,,,,,,,,,
F1662,I122603871931,I122603871947,I122603871906,,,,,,,,,
F1663,I122605248246,I122605248221,I122605248276,,,,,,,,,
F1664,I122594844166,I122594844178,I122594843857,I122594844254,,,,,,,,
F1665,I122619484559,I122619484442,,,,,,,,,,
F1666,I122600185515,I122600185523,I122600185602,I122600185492,,,,,,,,
F1667,I122594106907,I122594106987,,,,,,,,,,
F1668,I122596875873,I122596875953,,,,,,,,,,
F1669,I122594729457,I122594729477,I122594729423,I122594729652,,,,,,,,
F1670,I122619713991,I122619713926,,,,,,,,,,
F1671,I122595614309,I122595614437,I122595614604,I122595614523,,,,,,,,
F1672,I122617289132,I122617289165,,,,,,,,,,
F1673,I122619386355,I122619386468,,,,,,,,,,
F1674,I122597547517,I122597547578,I122597547702,I122597547246,,,,,,,,
F1675,I122616470170,I122616469979,,,,,,,,,,
F1676,I122614651150,I122614651187,I122614650941,,,,,,,,,
F1677,I122605493919,I122605493601,,,,,,,,,,
F1678,I122594844254,I122594844285,I122603572157,,,,,,,,,
F1679,I122610112868,I122610112956,I122610117783,I122610263316,I122610263359,,,,,,,
F1680,I122617600469,I122617600522,I122617729894,I122617731863,I122617732019,,,,,,,
F1681,I122596662807,I122596662775,I122606210754,,,,,,,,,
F1682,I122597055870,I122597056035,,,,,,,,,,
F1683,I122597056136,I122597056035,I122595002347,,,,,,,,,
F1684,I122595761797,I122595761714,I122595761876,I122596024366,,,,,,,,
F1685,I122606214723,I122606214802,,,,,,,,,,
F1686,I122596875658,I122596875810,I122596875873,,,,,,,,,
F1687,I122642373522,I122642373503,I122606513044,,,,,,,,,
F1688,I122596662833,I122596662837,I122596663268,I122596662807,,,,,,,,
F1689,I122603871906,I122603871832,,,,,,,,,,
F1690,I122596597454,I122596597460,I122596597342,I122596597524,,,,,,,,
F1691,I122605657669,I122605657623,I122605657716,,,,,,,,,
F1692,I122594107064,I122594107073,I122594107054,,,,,,,,,
F1693,I122605248065,I122605248068,I122605248221,I122605248062,,,,,,,,
F1694,I122596875961,I122596875975,I122596875953,,,,,,,,,
F1695,I122615093757,I122615093798,I122615094092,,,,,,,,,
F1696,I122616977690,I122616977769,I122616981592,,,,,,,,,
F1697,I122597547702,I122597547754,I122605699038,I122597547841,,,,,,,,
F1698,I122594107032,I122594107054,I122594106987,,,,,,,,,
F1699,I122594729652,I122594729724,,,,,,,,,,
F1700,I122617731349,I122617731360,,,,,,,,,,
F1701,I122605493809,I122605493870,I122605493919,I122605494056,,,,,,,,
F1702,I122596876001,I122596876016,I122596876205,I122596875975,,,,,,,,
F1703,I122600775232,I122600775202,I122600775284,,,,,,,,,
F1704,I122596603065,I122605657716,,,,,,,,,,
F1705,I122604969522,I122604969593,I122604969189,I122604969794,I122604970504,,,,,,,
F1706,I122614471092,I122614471096,I122614470977,,,,,,,,,
F1707,I122602659438,I122602659445,I122602659122,,,,,,,,,
F1708,I122594262821,I122594107128,I122600504096,I122594262766,I122594107064,,,,,,,
F1709,I122594270929,I122594270945,I122594270470,I122593542334,,,,,,,,
F1710,I122618927462,I122618927483,,,,,,,,,,
F1711,I122642357194,I122642357188,I122642355861,,,,,,,,,
F1712,I122621158130,I122594729724,I122594730851,,,,,,,,,
F1713,I122608654918,I122608654794,I122600700648,I122600698909,,,,,,,,
F1714,I122605248062,I122605248042,,,,,,,,,,
F1715,I122603871789,I122603871726,I122603871832,,,,,,,,,
F1716,I122617453098,I122617453197,I122617454286,,,,,,,,,
F1717,I122616470170,I122616470425,,,,,,,,,,
F1718,I122595614128,I122595614046,,,,,,,,,,
F1719,I122605493685,I122605493696,I122605493595,I122605493809,,,,,,,,
F1720,I122606214529,I122606214642,I122606214723,,,,,,,,,
F1721,I122617731713,I122617731838,I122617731997,,,,,,,,,
F1722,I122617731713,I122617731863,,,,,,,,,,
F1723,I122608753181,I122608753197,I122608752772,,,,,,,,,
F1724,I122608753181,I122608753398,,,,,,,,,,
F1725,I122600185212,I122600185223,I122608276351,I122603476526,I122596876958,,,,,,,
F1726,I122600775072,I122600775065,I122600775059,,,,,,,,,
F1727,I122595007880,I122595007803,,,,,,,,,,
F1728,I122600775059,I122600775023,,,,,,,,,,
F1729,I122594843924,I122594843963,,,,,,,,,,
F1730,I122617289394,I122617289405,I122617289321,,,,,,,,,
F1731,I122617289394,I122617289453,,,,,,,,,,
F1732,I122619484813,I122619484803,I122619484559,,,,,,,,,
F1733,I122606116316,I122606116285,I122606116264,,,,,,,,,
F1734,I122594270458,I122594270470,I122595002787,I122594270420,I122594734247,I122594730002,I122600508940,,,,,
F1735,I122594106655,I122594106812,I122594106907,,,,,,,,,
F1736,I122618043048,I122618043194,,,,,,,,,,
F1737,I122600775072,I122600775109,,,,,,,,,,
F1738,I122594843924,I122594843874,,,,,,,,,,
F1739,I122607541658,I122607541719,I122617607226,I122617600469,I122593609332,,,,,,,
F1740,I122605985224,I122605985198,,,,,,,,,,
F1741,I122597055870,I122597055890,I122597163144,,,,,,,,,
F1742,I122593647873,I122593651004,I122593637077,,,,,,,,,
F1743,I122602659194,I122602659219,I122602658989,,,,,,,,,
F1744,I122610014846,I122610014951,I122610015007,,,,,,,,,
F1745,I122596875462,I122596875528,I122596875658,I122596877901,,,,,,,,
F1746,I122600775111,I122600775116,I122600775202,I122600775109,,,,,,,,
F1747,I122619714283,I122619714383,,,,,,,,,,
F1748,I122619714283,I122619714551,I122619714049,,,,,,,,,
F1749,I122616535745,I122616535765,I122616561305,,,,,,,,,
F1750,I122606509479,I122606509498,I122606509448,,,,,,,,,
F1751,I122594843986,I122594844009,I122594843963,,,,,,,,,
F1752,I122594844020,I122594844027,I122605493319,I122594843986,,,,,,,,
F1753,I122606116224,I122606116264,,,,,,,,,,
F1754,I122619386585,I122619386600,I122619386468,,,,,,,,,
F1755,I122603860676,I122603871669,I122603871726,,,,,,,,,
F1756,I122617305857,I122617305852,I122617305725,,,,,,,,,
F1757,I122594729305,I122594729396,,,,,,,,,,
F1758,I122618419918,I122618419987,,,,,,,,,,
F1759,I122606509368,I122606509448,,,,,,,,,,
F1760,I122617289453,I122617289656,,,,,,,,,,
F1761,I122596662728,I122596662701,I122596662775,,,,,,,,,
F1762,I122595007906,I122595007932,I122595007880,,,,,,,,,
F1763,I122605985117,I122605985147,I122605985198,,,,,,,,,
F1764,I122618714702,I122618714684,I122618714558,,,,,,,,,
F1765,I122605493495,I122605493568,,,,,,,,,,
F1766,I122608948893,I122608949890,,,,,,,,,,
F1767,I122606116200,I122606116169,I122606116224,,,,,,,,,
F1768,I122617731609,I122617731611,I122617731462,I122617731713,,,,,,,,
F1769,I122609064673,I122609064600,I122609064982,,,,,,,,,
F1770,I122603221583,I122603216191,,,,,,,,,,
F1771,I122605493595,I122605493601,I122605493568,,,,,,,,,
F1772,I122594844090,I122594844105,I122594844043,,,,,,,,,
F1773,I122594844090,I122594900407,I122595003749,I122594900328,I122595389893,I122595690126,,,,,,
F1774,I122602659122,I122602659064,,,,,,,,,,
F1775,I122617305725,I122617305659,I122617452087,I122617455086,I122617457768,,,,,,,
F1776,I122618993180,I122600190654,I122600190629,,,,,,,,,
F1777,I122619714053,I122619714049,I122619713991,,,,,,,,,
F1778,I122595761588,I122595761648,I122595761714,,,,,,,,,
F1779,I122600774984,I122600774946,I122600775023,,,,,,,,,
F1780,I122594844043,I122594844049,I122594844027,I122594901712,I122595571799,I122594999924,,,,,,
F1781,I122609490613,I122609490728,,,,,,,,,,
F1782,I122608276351,I122600185121,I122600185448,I122608276155,,,,,,,,
F1783,I122620172922,I122620172831,I122606509017,I122620178423,,,,,,,,
F1784,I122596875658,I122596876752,I122596876828,,,,,,,,,
F1785,I122595007970,I122595007987,I122595007906,I122595008142,,,,,,,,
F1786,I122605985060,I122605985065,I122605985015,I122605985117,,,,,,,,
F1787,I122606116118,I122606116122,I122606116095,I122606212280,I122606116169,,,,,,,
F1788,I122594729409,I122594729423,I122594729396,,,,,,,,,
F1789,I122617289321,I122617289326,I122617289165,,,,,,,,,
F1790,I122606116095,I122606116102,I122606116085,,,,,,,,,
F1791,I122597547201,I122597547135,,,,,,,,,,
F1792,I122602658989,I122602658906,,,,,,,,,,
F1793,I122593826275,I122593827888,I122593822776,I122593844210,,,,,,,,
F1794,I122605985010,I122605985015,I122606176190,I122606210172,I122606209291,I122606213581,I122605985007,,,,,
F1795,I122606116066,I122606116085,,,,,,,,,,
F1796,I122605985007,I122605984983,,,,,,,,,,
F1797,I122596875345,I122596875356,I122596875301,I122596875462,,,,,,,,
F1798,I122617731997,I122617732019,,,,,,,,,,
F1799,I122594843704,I122594843714,I122600696789,,,,,,,,,
F1800,I122594843704,I122594843806,I122594843822,,,,,,,,,
F1801,I122603215997,I122603216002,I122603215974,,,,,,,,,
F1802,I122603216068,I122603216002,,,,,,,,,,
F1803,I122597055697,I122597055585,I122597163156,I122597164127,I122597165160,I122597168749,,,,,,
F1804,I122595007505,I122596024524,I122596024511,,,,,,,,,
F1805,I122605083903,I122605085551,I122596999733,,,,,,,,,
F1806,I122606509159,I122606509262,I122606509368,I122614462641,,,,,,,,
F1807,I122616535935,I122616535969,,,,,,,,,,
F1808,I122595613707,I122595613720,I122595613678,I122595614309,I122595614046,,,,,,,
F1809,I122605083774,I122605083789,I122605083490,I122605083903,,,,,,,,
F1810,I122610113380,I122610113403,I122610112956,,,,,,,,,
F1811,I122619485155,I122619485163,I122619484803,,,,,,,,,
F1812,I122618043342,I122618043350,I122618043194,,,,,,,,,
F1813,I122608753499,I122608753482,I122608753797,I122608753398,,,,,,,,
F1814,I122606214308,I122606214321,I122605906605,I122606214529,I122606224862,I122606225375,I122606508605,I122606510659,,,,
F1815,I122619389245,I122597170188,I122619389835,I122619388955,I122597170147,,,,,,,
F1816,I122600774907,I122600774878,I122600774946,,,,,,,,,
F1817,I122618928107,I122618928105,I122618927962,,,,,,,,,
F1818,I122603216068,I122603216123,I122603216191,,,,,,,,,
F1819,I122596875301,I122596875311,I122596875256,,,,,,,,,
F1820,I122596709641,I122604739766,,,,,,,,,,
F1821,I122595007566,I122595007574,I122595007803,I122596024524,,,,,,,,
F1822,I122605493319,I122605493348,I122605493495,,,,,,,,,
F1823,I122618927889,I122618927920,,,,,,,,,,
F1824,I122594843822,I122594843857,I122594843874,,,,,,,,,
F1825,I122597547240,I122597547246,I122597547201,,,,,,,,,
F1826,I122603478017,I122603478070,,,,,,,,,,
F1827,I122609490856,I122609490834,I122609507536,I122609490728,,,,,,,,
F1828,I122597170392,I122597170402,I122597170327,I122597410272,I122597545704,,,,,,,
F1829,I122619386707,I122619386670,I122619386600,I122619387371,,,,,,,,
F1830,I122594106515,I122594106526,I122594106305,I122594106655,,,,,,,,
F1831,I122618862353,I122618862360,I122618862236,,,,,,,,,
F1832,I122603215895,I122603215974,,,,,,,,,,
F1833,I122596709802,I122604739601,I122604739766,,,,,,,,,
F1834,I122605984789,I122605984828,,,,,,,,,,
F1835,I122613685130,I122613685123,I122613681510,,,,,,,,,
F1836,I122597170327,I122597170312,I122597170188,I122597380217,,,,,,,,
F1837,I122600774721,I122600774751,,,,,,,,,,
F1838,I122618714986,I122618714979,I122618714702,I122618715444,,,,,,,,
F1839,I122618927969,I122618927962,I122618927920,I122618928427,,,,,,,,
F1840,I122608950253,I122608950229,I122608949890,I122603671029,,,,,,,,
F1841,I122603543619,I122603551131,I122603557788,I122603669109,I122603669648,,,,,,,
F1842,I122613685174,I122613685154,I122613685123,,,,,,,,,
F1843,I122603478087,I122603478098,I122603478070,,,,,,,,,
F1844,I122604573650,I122604573697,I122604573752,,,,,,,,,
F1845,I122606113789,I122606113814,I122606113834,,,,,,,,,
F1846,I122606146556,I122606146629,,,,,,,,,,
F1847,I122619483298,I122619483306,I122619483884,I122619483053,,,,,,,,
F1848,I122606031862,I122606031879,I122606031808,,,,,,,,,
F1849,I122617926792,I122617926893,I122617927108,,,,,,,,,
F1850,I122605982686,I122605982704,I122605982734,,,,,,,,,
F1851,I122595005224,I122595005141,,,,,,,,,,
F1852,I122593579817,I122593579746,I122600185986,I122593580344,,,,,,,,
F1853,I122593579817,I122593579933,,,,,,,,,,
F1854,I122596840275,I122596840282,I122596839995,,,,,,,,,
F1855,I122604966878,I122604966773,,,,,,,,,,
F1856,I122595611366,I122595611466,I122595611550,,,,,,,,,
F1857,I122602836924,I122602836932,I122602835095,,,,,,,,,
F1858,I122596709314,I122596709215,I122596709502,I122596912282,,,,,,,,
F1859,I122606113762,I122606113733,I122606113789,,,,,,,,,
F1860,I122614649953,I122614650056,,,,,,,,,,
F1861,I122595693372,I122595693381,I122594105789,I122595756451,,,,,,,,
F1862,I122600379279,I122600379328,,,,,,,,,,
F1863,I122596610922,I122596610781,,,,,,,,,,
F1864,I122617730208,I122617730246,I122617730155,,,,,,,,,
F1865,I122593940252,I122593940294,,,,,,,,,,
F1866,I122606146508,I122606146519,I122606146486,I122606146556,,,,,,,,
F1867,I122616566966,I122616567413,,,,,,,,,,
F1868,I122618860678,I122618860692,I122618861051,I122618860285,,,,,,,,
